utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651820507,-28,12,23,-1.5
1651820509,-30,12,29,3.0
1651820511,-28,12,23,-3.0
1651820513,-35,14,52,14.5
1651820515,-25,13,16,-18.0
1651820517,-24,14,15,-0.5
1651820519,-27,15,21,3.0
1651820521,-29,15,26,2.5
1651820523,-28,15,23,-1.5
1651820525,-27,15,21,-1.0
1651820527,-31,15,33,6.0
1651820529,-26,15,18,-7.5
1651820531,-28,15,23,2.5
1651820533,-29,15,26,1.5
1651820535,-29,15,26,0.0
1651820537,-28,15,23,-1.5
1651820539,-29,15,26,1.5
1651820541,-31,15,33,3.5
1651820543,-30,12,29,-2.0
1651820545,-29,15,26,-1.5
1651820547,-26,15,18,-4.0
1651820549,-30,15,29,5.5
1651820551,-30,15,29,0.0
1651820553,-28,15,23,-3.0
1651820555,-34,15,46,11.5
1651820557,-28,15,23,-11.5
1651820559,-26,15,18,-2.5
1651820561,-29,15,26,4.0
1651820563,-31,15,33,3.5
1651820565,-27,15,21,-6.0
1651820567,-28,15,23,1.0
1651820569,-27,15,21,-1.0
1651820571,-30,15,29,4.0
1651820573,-28,15,23,-3.0
1651820575,-29,12,26,1.5
1651820577,-30,12,29,1.5
1651820579,-30,12,29,0.0
1651820581,-29,12,26,-1.5
1651820583,-29,12,26,0.0
1651820585,-27,15,21,-2.5
1651820587,-24,15,15,-3.0
1651820589,-28,15,23,4.0
1651820591,-29,15,26,1.5
1651820593,-27,15,21,-2.5
1651820595,-32,15,37,8.0
1651820597,-31,15,33,-2.0
1651820599,-27,15,21,-6.0
1651820601,-27,15,21,0.0
1651820603,-31,15,33,6.0
1651820605,-27,15,21,-6.0
1651820607,-28,12,23,1.0
1651820609,-27,12,21,-1.0
1651820611,-27,12,21,0.0
1651820613,-32,12,37,8.0
1651820615,-29,12,26,-5.5
1651820617,-31,12,33,3.5
1651820619,-29,12,26,-3.5
1651820621,-31,12,33,3.5
1651820623,-29,12,26,-3.5
1651820625,-27,12,21,-2.5
1651820627,-28,7,23,1.0
1651820629,-28,7,23,0.0
1651820631,-28,12,23,0.0
1651820633,-28,13,23,0.0
1651820635,-28,13,23,0.0
1651820637,-25,15,16,-3.5
