utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651804788,-29,13,26,2.5
1651804790,-28,13,23,-1.5
1651804792,-27,13,21,-1.0
1651804794,-27,13,21,0.0
1651804796,-29,12,26,2.5
1651804798,-27,10,21,-2.5
1651804800,-28,6,23,1.0
1651804802,-26,6,18,-2.5
1651804804,-28,6,23,2.5
1651804806,-28,4,23,0.0
1651804808,-29,4,26,1.5
1651804810,-27,7,21,-2.5
1651804812,-27,14,21,0.0
1651804814,-27,4,21,0.0
1651804816,-27,4,21,0.0
1651804818,-27,7,21,0.0
1651804820,-26,7,18,-1.5
1651804822,-28,7,23,2.5
1651804824,-28,7,23,0.0
1651804826,-28,7,23,0.0
1651804828,-27,7,21,-1.0
1651804830,-28,7,23,1.0
1651804832,-27,12,21,-1.0
1651804834,-28,6,23,1.0
1651804836,-27,6,21,-1.0
1651804838,-26,6,18,-1.5
1651804840,-27,7,21,1.5
1651804842,-29,3,26,2.5
1651804844,-27,10,21,-2.5
1651804846,-27,3,21,0.0
1651804848,-27,2,21,0.0
1651804850,-26,4,18,-1.5
1651804852,-21,4,10,-4.0
1651804854,-28,9,23,6.5
1651804856,-27,4,21,-1.0
1651804858,-26,12,18,-1.5
1651804860,-27,12,21,1.5
1651804862,-29,7,26,2.5
1651804864,-28,12,23,-1.5
1651804866,-27,12,21,-1.0
1651804868,-27,12,21,0.0
1651804870,-25,12,16,-2.5
1651804872,-29,12,26,5.0
1651804874,-26,4,18,-4.0
1651804876,-25,4,16,-1.0
1651804878,-26,4,18,1.0
1651804880,-28,4,23,2.5
1651804882,-27,11,21,-1.0
1651804884,-24,11,15,-3.0
1651804886,-25,11,16,0.5
1651804888,-27,4,21,2.5
1651804890,-28,7,23,1.0
1651804892,-26,4,18,-2.5
1651804894,-28,5,23,2.5
1651804896,-27,5,21,-1.0
1651804898,-25,7,16,-2.5
1651804900,-27,7,21,2.5
1651804902,-26,7,18,-1.5
1651804904,-26,7,18,0.0
1651804906,-28,7,23,2.5
1651804908,-20,7,9,-7.0
1651804910,-29,9,26,8.5
1651804912,-26,11,18,-4.0
1651804914,-26,11,18,0.0
1651804916,-25,11,16,-1.0
1651804918,-29,12,26,5.0
1651804920,-27,11,21,-2.5
1651804922,-25,11,16,-2.5
1651804924,-27,11,21,2.5
1651804926,-27,7,21,0.0
1651804928,-29,7,26,2.5
1651804930,-27,7,21,-2.5
1651804932,-26,11,18,-1.5
1651804934,-28,12,23,2.5
1651804936,-26,14,18,-2.5
1651804938,-28,5,23,2.5
1651804940,-28,5,23,0.0
1651804942,-27,5,21,-1.0
1651804944,-27,6,21,0.0
1651804946,-27,6,21,0.0
1651804948,-26,6,18,-1.5
1651804950,-26,6,18,0.0
1651804952,-30,6,29,5.5
1651804954,-27,5,21,-4.0
1651804956,-26,5,18,-1.5
1651804958,-21,5,10,-4.0
1651804960,-27,7,21,5.5
1651804962,-27,7,21,0.0
1651804964,-28,7,23,1.0
1651804966,-27,7,21,-1.0
1651804968,-27,7,21,0.0
1651804970,-22,7,12,-4.5
1651804972,-27,11,21,4.5
1651804974,-28,11,23,1.0
1651804976,-28,11,23,0.0
1651804978,-30,11,29,3.0
1651804980,-26,12,18,-5.5
1651804982,-27,12,21,1.5
1651804984,-26,12,18,-1.5
1651804986,-26,12,18,0.0
1651804988,-28,7,23,2.5
1651804990,-27,7,21,-1.0
1651804992,-28,7,23,1.0
1651804994,-25,15,16,-3.5
1651804996,-27,7,21,2.5
1651804998,-27,7,21,0.0
1651805000,-28,7,23,1.0
1651805002,-26,6,18,-2.5
1651805004,-76,6,5804,2893.0
1651805006,-27,6,21,-2891.5
1651805008,-26,6,18,-1.5
1651805010,-26,6,18,0.0
1651805012,-28,10,23,2.5
1651805014,-27,5,21,-1.0
1651805016,-28,12,23,1.0
1651805018,-28,12,23,0.0
1651805020,-27,12,21,-1.0
1651805022,-26,12,18,-1.5
1651805024,-26,5,18,0.0
1651805026,-27,5,21,1.5
1651805028,-27,11,21,0.0
1651805030,-25,7,16,-2.5
1651805032,-25,7,16,0.0
1651805034,-27,6,21,2.5
1651805036,-28,5,23,1.0
1651805038,-30,5,29,3.0
1651805040,-27,5,21,-4.0
1651805042,-28,5,23,1.0
1651805044,-27,9,21,-1.0
1651805046,-28,5,23,1.0
1651805048,-26,12,18,-2.5
1651805050,-19,12,8,-5.0
1651805052,-20,12,9,0.5
1651805054,-27,12,21,6.0
1651805056,-26,12,18,-1.5
1651805058,-25,12,16,-1.0
1651805060,-27,12,21,2.5
1651805062,-26,12,18,-1.5
1651805064,-27,12,21,1.5
1651805066,-27,12,21,0.0
1651805068,-25,12,16,-2.5
1651805070,-28,12,23,3.5
1651805072,-27,12,21,-1.0
1651805074,-23,12,13,-4.0
1651805076,-27,12,21,4.0
1651805078,-26,12,18,-1.5
1651805080,-26,12,18,0.0
1651805082,-28,12,23,2.5
1651805084,-27,12,21,-1.0
1651805086,-27,12,21,0.0
1651805088,-27,12,21,0.0
1651805090,-29,12,26,2.5
1651805092,-28,12,23,-1.5
1651805094,-26,12,18,-2.5
1651805096,-27,12,21,1.5
1651805098,-27,12,21,0.0
1651805100,-28,12,23,1.0
1651805102,-28,12,23,0.0
1651805104,-30,12,29,3.0
1651805106,-26,12,18,-5.5
1651805108,-25,12,16,-1.0
1651805110,-27,13,21,2.5
1651805112,-26,12,18,-1.5
1651805114,-25,12,16,-1.0
1651805116,-28,12,23,3.5
1651805118,-28,12,23,0.0
1651805120,-27,11,21,-1.0
1651805122,-27,12,21,0.0
1651805124,-27,11,21,0.0
1651805126,-26,11,18,-1.5
1651805128,-28,6,23,2.5
1651805130,-27,6,21,-1.0
1651805132,-28,6,23,1.0
1651805134,-27,6,21,-1.0
1651805136,-27,6,21,0.0
1651805138,-27,11,21,0.0
